Service;Subservice;Area Of Service ;Provinsi;Kab/Kota (Edit);Clnt Id;Clnt Name;Appl Id;Request Reference;Status Simf;Channel;Freq;Freq_Pair;Bwidth;Erp Pwr Dbm;Curr Lic Num;Site Id;Stn Name;Stn Addr;Sid Lat;Sid Long;License Date ;Validity Date ;Ap Id;Tcs Id;Efl Id;Stasiun Lawan;Kab/Kota;NAMA UNIT PELAKSANA TEKNIS;BAND;15 Pita
Land Mobile (private);Standard;JL ADI SUCIPTO GANG MELATI NOMOR 1A,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,DAYAN PEKEN;NUSA TENGGARA BARAT;KOTA MATARAM;00124301;DOUBLE R STUDIO, CV.;031660112024;3607009;Granted;;433.8;433.8;16;45.9794;02935683-000SU/2620242029;0001;BASE STATION DOUBLE R;JL ADI SUCIPTO GANG MELATI NOMOR 1A;-8.56618889;116.08662222;21/11/2024;20/11/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;6. Komrad UHF (430 – 460 MHz)
Land Mobile (private);Standard;JALAN PEJANGGIK NO.2, KEC. SELAPARANG, KOTA MATARAM, NUSA TENGGARA BARAT,KOTA MATARAM,SELAPRANG,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;1269;BANK INDONESIA;031696032024;3190597;Granted;;166.85;167.65;16;45.9794;02862151-000SU/2620242029;0001;BS. 01 BI PROVINSI NUSA TENGGARA BARAT;JALAN PEJANGGIK NO.2, KEC. SELAPARANG, KOTA MATARAM, NUSA TENGGARA BARAT;-8.58078611;116.10255556;17/05/2024;16/05/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. YOS SUDARSO AMPENAN ,  AMPENAN,  MATARAM, NUSA TENGGARA BARAT,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;4546;PERTAMINA, PT. (PERSERO);031790092023;2709272;Granted;;170.4;170.4;16;45.9794;02757188-000SU/2620232028;0001;BS. TBBM AMPENAN JL. YOS SUDARSO AMPENAN ,  AMPENAN, NTB;JL. YOS SUDARSO AMPENAN ,  AMPENAN,  MATARAM, NUSA TENGGARA BARAT;-8.56877778;116.07291667;29/09/2023;27/09/2028;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. YOS SUDARSO AMPENAN ,  AMPENAN,  MATARAM, NUSA TENGGARA BARAT,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;4546;PERTAMINA, PT. (PERSERO);031792092023;2709332;Granted;;173.5;173.5;16;45.9794;02757176-000SU/2620232028;0001;BS TBBM AMPENAN JL. YOS SUDARSO AMPENAN ,  AMPENAN.NTB;JL. YOS SUDARSO AMPENAN ,  AMPENAN,  MATARAM, NUSA TENGGARA BARAT;-8.56877778;116.07291667;29/09/2023;27/09/2028;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;;NUSA TENGGARA BARAT;KOTA MATARAM;00110899;BADAN PENANGGULANGAN BENCANA DAERAH PROV NTB;038023122023;3004038;Granted;;164.525;169.525;16;45.9794;02815792-000SU/2620242029;0002;BS BPBD PROVINSI NTB;JALAN DR SOEJONO LINGKAR SELATAN, KELURAHAN JEMPONG BARU - MATARAM;-8.61861111;116.08861111;19/01/2024;17/01/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. LANGKO 83, DESA TAMAN SARI, KELURAHAN AMPENAN SELATAN, KECAMATAN AMPENAN, MATARAM, NTB, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;1035;LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA;034204032023;1804637;Granted;;324.15;;150;45.9794;02693247-000SU/2620232028;0001;LPP RRI MATARAM;JL. LANGKO 83, DESA TAMAN SARI, KELURAHAN AMPENAN SELATAN, KECAMATAN AMPENAN, MATARAM, NTB;-8.57833333;116.08519444;18/04/2023;17/04/2028;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JALAN AHMAD YANI NO. 1 SELAGALAS MATARAM KECAMATAN SANDUBAYA, KOTA MATARAM, SANDUBAYA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00118332;RUMAH SAKIT JIWA MUTIARA SUKMA;034787092021;1170195;Granted;;153.475;153.475;16;45.9794;02484752-000SU/2620212026;0001;BS. RSJMS;JALAN AHMAD YANI NO. 1 SELAGALAS MATARAM KECAMATAN SANDUBAYA;-8.57735833;116.14651667;19/09/2021;18/09/2026;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL YOS SUDARSO NO.2, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;037367102021;1185251;Granted;;359.25;364.25;16;45.9794;02492496-000SU/2620212026;0008;BS. 08 UP3 MATARAM (19);JL YOS SUDARSO NO.2;-8.57633333;116.08136111;19/10/2021;18/10/2026;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL YOS SUDARSO NO.2, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;038094102021;1189410;Granted;;357;352;16;45.9794;02494411-000SU/2620212026;0008;BS. 08 UP3 MATARAM (19);JL YOS SUDARSO NO.2;-8.57633333;116.08136111;22/10/2021;21/10/2026;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL YOS SUDARSO NO.2, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;035132032021;1109360;Granted;;351.175;356.175;16;45.9794;02450251-000SU/2620212026;00010;11. BS. UP3 MATARAM (19);JL YOS SUDARSO NO.2;-8.57638889;116.08138889;11/05/2021;10/05/2026;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL LANGKO NO.25-27, AMPENAN, MATARAM, NUSA TENGGARA BARAT, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;039127122020;1037537;Granted;;351.775;356.775;16;45.9794;02401859-000SU/2620202025;0009;BS. 09 UIW NTB (19);JL LANGKO NO.25-27, AMPENAN, MATARAM, NUSA TENGGARA BARAT;-8.57742778;116.08152222;11/12/2020;10/12/2025;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL YOS SUDARSO NO.2, AMPENAN, MATARAM, NUSA TENGGARA BARAT, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;039126122020;1037536;Granted;;351.825;356.825;16;45.9794;02401825-000SU/2620202025;00010;BS. 10 UP3 MATARAM (19);JL YOS SUDARSO NO.2, AMPENAN, MATARAM, NUSA TENGGARA BARAT;-8.57633333;116.08136111;11/12/2020;10/12/2025;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL.LANGKO 25 - 27, AMPENAN, MATARAM, NTB, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;033059032020;0875480;Granted;;351.35;356.35;16;45.9794;02261075-000SU/2620202025;0003;19.BS. UIW NTB;JL.LANGKO 25 - 27, AMPENAN, MATARAM, NTB;-8.577325;116.08158056;30/03/2020;29/03/2025;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Broadcast;FM;KOTA MATARAM;NUSA TENGGARA BARAT;KOTA MATARAM;00109832;RADIO VINI VIDI VICI LOMBOK, PT.;011008052016;0369283;Granted;;87.6;;300;65.861;01872584-000SU/2020162021;0001;V RADIO;JL. SWASEMBADA NO.55 KEKALIK, KEL. TANJUNG KARANG, KEC. AMPENAN, KOTA MATARAM, PROV. NUSA TENGGARA BARAT;-8.57699444;116.10048889;27/05/2016;26/05/2026;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Broadcast;FM;KOTA MATARAM;NUSA TENGGARA BARAT;KOTA MATARAM;00110223;RADIO GITA SERAYA PERSADA, PT.;011137082016;0385381;Granted;;101.8;;300;65.861;01892889-000SU/2020162021;0001;GSP RADIO SHOW;JL. GAJAHMADA NO. 15X, KEL. PAGESANGAN;-8.57699444;116.10048889;01/09/2016;31/08/2026;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Land Mobile (private);Standard;JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00114105;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;037439012020;0842460;Granted;;162.95;162.95;16;47.9794;02235937-000SU/2620202025;0001;BS. UPT MATARAM;JL. SINGOSARI NO. 4;-8.59151389;116.09800556;19/01/2020;18/01/2030;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00114105;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;037154012020;0841668;Granted;;163.575;163.575;16;47.9794;02234504-000SU/2620202025;0001;BS. UPT MATARAM;JL. SINGOSARI NO. 4;-8.59151389;116.09800556;15/01/2020;14/01/2030;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL AHMAD YANI, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;039287052019;0710259;Granted;;351.7;356.7;16;48.13;02111775-000SU/2620192024;0006;BS. UIW NTB;JL AHMAD YANI;-8.57611111;116.08138889;31/05/2019;30/05/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00114105;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;032372072019;0728697;Granted;;165.85;159.2;16;45.9794;02120449-000SU/2620192024;0001;BS. UPT MATARAM;JL. SINGOSARI NO. 4;-8.59151389;116.09800556;23/07/2019;22/07/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL ARYA BANJAR GETAS, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;039350052019;0710212;Granted;;351.975;356.975;16;45.9794;02111847-000SU/2620192024;00012;BS. UIW NTB;JL ARYA BANJAR GETAS;-8.57611111;116.08138889;31/05/2019;30/05/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL YOS SUDARSO NO.2, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;039239052019;0709759;Granted;;351.15;356.15;16;45.9794;02110846-000SU/2620192024;0001;BS. UP3 MATARAM;JL YOS SUDARSO NO.2;-8.57611111;116.08138889;29/05/2019;28/05/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00114105;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;032737072019;0732670;Granted;;165.45;159.325;16;45.9794;02125493-000SU/2620192024;0001;BS. UPT MATARAM;JL. SINGOSARI NO. 4;-8.59151389;116.09800556;05/08/2019;04/08/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN TGH. FAISAL KELURAHAN CAKRANEGARA TIMUR, KOTA MATARAM, SANDUBAYA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;036644042019;0699141;Granted;;354.475;354.475;16;45.9794;02099782-000SU/2620192024;00010;BS. SLAVE BTN SWETA;JALAN TGH. FAISAL KELURAHAN CAKRANEGARA TIMUR;-8.59919444;116.14827778;16/04/2019;15/04/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;BENDUNGAN GAPIT DESA GAPIT, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00114775;BALAI WILAYAH SUNGAI NUSA TENGGARA 1;030510062019;0727089;Granted;;162.775;167.775;16;45.9794;02119563-000SU/2620192024;0006;BASE STATION MATARAM AIRLANGGA;BENDUNGAN GAPIT DESA GAPIT;-8.59136389;116.09906944;15/07/2019;14/07/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL LANGKO NO.25-27, KOTA MATARAM, AMPENAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;035078082019;0742292;Granted;;351.55;356.55;16;45.9794;02136490-000SU/2620192024;0004;BS. UIW NTB;JL LANGKO NO.25-27;-8.57742778;116.08152222;28/08/2019;27/08/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JALAN PRABU RANGKASARI KELURAHAN DASAN CERMEN, KOTA MATARAM, SANDUBAYA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;036813042019;0699157;Granted;;364.075;364.075;16;45.9794;02099793-000SU/2620192024;0003;BS. SLAVE LBS DASAN CERMEN;JALAN PRABU RANGKASARI KELURAHAN DASAN CERMEN;-8.61155;116.12769722;16/04/2019;15/04/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. MAJAPAHIT NO. 15, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00112612;TVRI NTB;037054012018;0560085;Granted;;153.425;153.425;16;45.9794;02013863-000SU/2620182023;0001;TVRI - NTB;JL. MAJAPAHIT NO. 15;-8.58665;116.08863889;23/02/2018;22/02/2028;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Broadcast;FM;2,5 KILOMETER DARI LOKASI ANTENA PEMANCAR;NUSA TENGGARA BARAT;KOTA MATARAM;00110996;PERKUMPULAN RADIO SIMFONI KOMUNITAS MAHASISWA FAKULTAS DAKWAH IAIN MATARAM;011294012017;0422637/1;Granted;;107.7;;300;43.12121;01928014-000SU/2020172022;0001;RADIO SIMFONI, VOICE OF KAMPUS;JALAN GAJAH MADA NO. 100 JEMPONG BARU, KECAMATAN SEKARBELA - MATARAM;-8.61008333;116.10063889;07/08/2023;01/02/2027;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Broadcast;FM;KOTA MATARAM;NUSA TENGGARA BARAT;KOTA MATARAM;5847;RADIO RINJANI PERMAI, PT.;018375062020;0906634;Granted;;97.5;;300;63.4716;02292933-000SU/2020202025;0001;Riper FM The Lovely Radio;Jl. Lingkar Selatan No.369, Kel. Jempong Baru, Kec.Sekarbela, Kota Mataram, Nusa Tenggara Barat 83115;-8.61911111;116.09502778;15/06/2020;14/06/2025;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Land Mobile (private);Standard;KETEJER, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;039350052019;0710212;Granted;;356.975;351.975;16;48.0206;02111850-000SU/2620192024;00015;REP. UP3B;KETEJER;-8.59888889;116.09111111;31/05/2019;30/05/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JALAN LANGKO NO. 2 - 4 MATARAM KELURAHAN DASAN AGUNG, KOTA MATARAM, SELAPRANG, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00110120;BAHAGIA BANGUNNUSA, PT.;038740022020;0851289;Granted;;164.75;159.775;16;48.0206;02243139-000SU/2620202025;0001;REP. BAHAGIA BANGUNNUSA;JALAN LANGKO NO. 2 - 4 MATARAM KELURAHAN DASAN AGUNG;-8.57972222;116.10183611;10/02/2020;09/02/2030;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN ADI SUCIPTO, GANG MELATI NO.1A - PELEMBAK,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,DAYAN PEKEN;NUSA TENGGARA BARAT;KOTA MATARAM;00124564;KARYA IMAJINASI NUSANTARA, CV.;033849012025;3649707;Granted;;434.6;;16;48.0206;02942919-000SU/2620252030;0001;REP. KARYA IMAJINASI NUSANTARA;JALAN ADI SUCIPTO, GANG MELATI NO.1A - PELEMBAK;-8.56619722;116.08665556;07/01/2025;06/01/2030;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;6. Komrad UHF (430 – 460 MHz)
Land Mobile (private);Standard;JALAN PEJANGGIK NO.2, KEC. SELAPARANG, KOTA MATARAM, NUSA TENGGARA BARAT,KOTA MATARAM,SELAPRANG,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;1269;BANK INDONESIA;031696032024;3190597;Granted;;167.65;166.85;16;48.0206;02862150-000SU/2620242029;0003;REP. BI PROVINSI NUSA TENGGARA BARAT;JALAN PEJANGGIK NO.2, KEC. SELAPARANG, KOTA MATARAM, NUSA TENGGARA BARAT;-8.580775;116.10255278;17/05/2024;16/05/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN DR SOEJONO LINGKAR SELATAN, KELURAHAN JEMPONG BARU - MATARAM,KOTA MATARAM,SEKARBELA,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00110899;BADAN PENANGGULANGAN BENCANA DAERAH PROV NTB;038023122023;3004038;Granted;;169.525;164.525;16;48.0206;02815791-000SU/2620242029;0001;REP BPBD PROVINSI NTB;JALAN DR SOEJONO LINGKAR SELATAN, KELURAHAN JEMPONG BARU - MATARAM;-8.61861111;116.08861111;19/01/2024;17/01/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;Jl. Adi Sucipto No.10, Rembiga, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83124,KOTA MATARAM,SELAPRANG,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;1089;BADAN METEOROLOGI, KLIMATOLOGI DAN GEOFISIKA;031381082023;2695356;Granted;;159.15;154.15;16;48.0206;02746046-000SU/2620232028;0001;REP. STASIUN GEOFISIKA MATARAM;Jl. Adi Sucipto No.10, Rembiga, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83124;-8.56403056;116.0984;31/08/2023;29/08/2028;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Broadcast;FM;KOTA MATARAM;NUSA TENGGARA BARAT;KOTA MATARAM;00101970;RADIO SWARA LOMBOK, PT.;017290032020;0867127;Granted;;96.7;;300;68.0103;02253442-000SU/2020202025;0001;Global FM Lombok;Jl. Bangau No.15 Banjar Pande, Kel. Cakra Barat, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Barat 83231;-8.58475;116.12111111;12/03/2020;11/03/2030;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;1. Radio FM, DRM  (87 – 108 MHz)
Land Mobile (private);Standard;JL KESRA RAYA, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00103494;PLN (PERSERO), PT.;037618102021;1185257;Granted;;355.25;350.25;16;48.0206;02492478-000SU/2620212026;00012;REP. SISTEM GARDU INDUK (19);JL KESRA RAYA;-8.59768333;116.07719167;19/10/2021;18/10/2026;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JALAN JEND SUDIRMAN  NO. 40 MATARAM KELURAHAN SELAPARANG, KOTA MATARAM, SELAPRANG, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00115429;DINAS PERHUBUNGAN KOTA MATARAM;039226102019;0776244;Granted;;167.75;162.725;16;48.0206;02157395-000SU/2620192024;0001;REP. DISHUB KOTA MATARAM;JALAN JEND SUDIRMAN  NO. 40 MATARAM KELURAHAN SELAPARANG;-8.56484444;116.12194444;09/10/2019;08/10/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. PANCA USAHA NO. 11, KOTA MATARAM, CAKRANEGARA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00101075;SURYA CEMERLANG SEJAHTERA, PT.;037558032016;0364450;Granted;;157.85;152.9;16;48.02;;0001;REP. LOMBOK RAYA;JL. PANCA USAHA NO. 11;-8.59;116.11833333;22/04/2016;21/04/2026;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00114105;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;032372072019;0728697;Granted;;159.2;165.85;16;48.0206;02120450-000SU/2620192024;0002;REP. UPT MATARAM;JL. SINGOSARI NO. 4;-8.59151389;116.09800556;23/07/2019;22/07/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. SINGOSARI NO. 4, KOTA MATARAM, SEKARBELA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00114105;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;032737072019;0732670;Granted;;159.325;165.45;16;48.0206;02125494-000SU/2620192024;0002;REP. UPT MATARAM;JL. SINGOSARI NO. 4;-8.59151389;116.09800556;05/08/2019;04/08/2029;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;PAGUTAN RAYA JL. BUNG KARNO NO. 3 MATARAM, KOTA MATARAM, MATARAM, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;KOTA MATARAM;00112848;RSUD KOTA MATARAM;039573032018;0588568;Granted;;165.275;160.275;16;48.0206;02021604-000SU/2620182023;0001;REP. RSUD KOTA MATARAM;PAGUTAN RAYA JL. BUNG KARNO NO. 3 MATARAM;-8.59976111;116.11455;09/04/2018;08/04/2028;;;;;KOTA MATARAM;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
